market_id,display_name,category,process_family,target_variable,model_status,threshold_validation_status,historical_data_status,confidence_status,conservative_probability_status,odds_api_support,dk_contract_verified,requires_starting_goalie,requires_projected_active,requires_play_by_play,requires_joint_simulation,parlay_eligibility_status,can_calculate_true_p_today,can_calculate_market_novig_p_today,can_calculate_edge_ev_today,can_issue_operational_decision_today,prospective_validation_status,biggest_blocker,notes
PLAYER_BLOCKS_3PLUS,Player 3+ Blocked Shots,PLAYER_BLOCKED_SHOTS,PLAYER_BLOCK_EVENT_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player blocks >= n),VALIDATED,VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,ELIGIBLE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)","research/player_blocks_results.json, HEADLINE_THRESHOLDS=(1,2,3). 4+ never tested (real sparsity: mean 0.878 blocks/game, 50% zero-rate)."
PLAYER_BLOCKS_4PLUS,Player 4+ Blocked Shots,PLAYER_BLOCKED_SHOTS,PLAYER_BLOCK_EVENT_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player blocks >= n),INSUFFICIENT_TAIL_DATA,INSUFFICIENT_TAIL_DATA,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),INSUFFICIENT_TAIL_DATA: real sample too thin at this threshold,"research/player_blocks_results.json, HEADLINE_THRESHOLDS=(1,2,3). 4+ never tested (real sparsity: mean 0.878 blocks/game, 50% zero-rate)."
PLAYER_ASSISTS_1PLUS,Player 1+ Assists,PLAYER_ASSISTS,GOAL_ASSIST_POINT_ATTRIBUTION|PLAYER_ACTIVE_ROLE_TOI,P(player assists >= n),VALIDATED,VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,SUPPORTED,False,False,True,False,False,ELIGIBLE_UNLESS_LOW_CONFIDENCE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)",research/player_assists_results.json. 3+ explicitly documented as too rare to evaluate meaningfully. LOW-confidence gate: decision_policy_v2.
PLAYER_ASSISTS_2PLUS,Player 2+ Assists,PLAYER_ASSISTS,GOAL_ASSIST_POINT_ATTRIBUTION|PLAYER_ACTIVE_ROLE_TOI,P(player assists >= n),VALIDATED,VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,ELIGIBLE_UNLESS_LOW_CONFIDENCE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)",research/player_assists_results.json. 3+ explicitly documented as too rare to evaluate meaningfully. LOW-confidence gate: decision_policy_v2.
PLAYER_ASSISTS_3PLUS,Player 3+ Assists,PLAYER_ASSISTS,GOAL_ASSIST_POINT_ATTRIBUTION|PLAYER_ACTIVE_ROLE_TOI,P(player assists >= n),INSUFFICIENT_DATA,INSUFFICIENT_DATA,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),INSUFFICIENT_DATA: real sample too thin at this threshold,research/player_assists_results.json. 3+ explicitly documented as too rare to evaluate meaningfully. LOW-confidence gate: decision_policy_v2.
PLAYER_POINTS_1PLUS,Player 1+ Points,PLAYER_POINTS,GOAL_ASSIST_POINT_ATTRIBUTION|PLAYER_ACTIVE_ROLE_TOI,P(player points >= n),EMPIRICAL_BASELINE_REMAINS_CHAMPION,USABLE_VIA_CHAMPION_BASELINE_NOT_A_VALIDATED_NEW_MODEL,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,SUPPORTED,False,False,True,False,False,NOT_YET_ELIGIBLE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)","PLAYER_POINTS_VALIDATION_REPORT.md + PLAYER_POINTS_REDESIGN_REPORT.md -- the empirical baseline beats every tested parametric candidate; it is USABLE as the champion probability source but is explicitly NOT a 'VALIDATED new model' -- Part 7's required distinction, preserved exactly."
PLAYER_POINTS_2PLUS,Player 2+ Points,PLAYER_POINTS,GOAL_ASSIST_POINT_ATTRIBUTION|PLAYER_ACTIVE_ROLE_TOI,P(player points >= n),EMPIRICAL_BASELINE_REMAINS_CHAMPION,USABLE_VIA_CHAMPION_BASELINE_NOT_A_VALIDATED_NEW_MODEL,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)","PLAYER_POINTS_VALIDATION_REPORT.md + PLAYER_POINTS_REDESIGN_REPORT.md -- the empirical baseline beats every tested parametric candidate; it is USABLE as the champion probability source but is explicitly NOT a 'VALIDATED new model' -- Part 7's required distinction, preserved exactly."
PLAYER_POINTS_3PLUS,Player 3+ Points,PLAYER_POINTS,GOAL_ASSIST_POINT_ATTRIBUTION|PLAYER_ACTIVE_ROLE_TOI,P(player points >= n),INSUFFICIENT_DATA,INSUFFICIENT_DATA,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),INSUFFICIENT_DATA: real sample too thin at this threshold,"PLAYER_POINTS_VALIDATION_REPORT.md + PLAYER_POINTS_REDESIGN_REPORT.md -- the empirical baseline beats every tested parametric candidate; it is USABLE as the champion probability source but is explicitly NOT a 'VALIDATED new model' -- Part 7's required distinction, preserved exactly."
PLAYER_GOALS_1PLUS,Player 1+ Goal (Anytime Goal Scorer),PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player goals >= 1),VALIDATED,VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,SUPPORTED,False,False,True,False,False,ELIGIBLE_UNLESS_LOW_CONFIDENCE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)","PLAYER_GOALS_VALIDATION_REPORT.md. Canonical target for ANYTIME_GOAL and any future 'Goals Over 0.5' label -- Part 1/12's alias consolidation, reusing decision_policy.py's _MARKET_FAMILY_ALIASES mechanism directly."
PLAYER_GOALS_2PLUS,Player 2+ Goals,PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player goals >= 2),INSUFFICIENT_DATA,INSUFFICIENT_DATA,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),INSUFFICIENT_DATA: real sample too thin at this threshold,Fails only the per-confidence-bucket support check (LOW bucket had 5 real 2+ events).
PLAYER_GOALS_3PLUS,Player 3+ Goals (Hat Trick),PLAYER_GOALS_SCORING,PLAYER_GOAL_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player goals >= 3),INSUFFICIENT_DATA,INSUFFICIENT_DATA,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),INSUFFICIENT_DATA: real sample too thin at this threshold,"Real full-corpus 3+ goal rate is 0.20% (PLAYER_GOALS_VALIDATION_REPORT.md Section D) -- never realistically supportable at this corpus size. DEFER, do not force."
PLAYER_HITS_1PLUS,Player 1+ Hits,PLAYER_HITS,PLAYER_HIT_EVENT_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player hits >= n),RESEARCH,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNSUPPORTED_MARKET,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","MULTI_PROP_RESEARCH_REPORT.md: real data quality confirmed good (better volume/variance than blocks in some respects), but no Odds API market key documented -- modelability is real, live access is not (Part 14's distinction)."
PLAYER_HITS_2PLUS,Player 2+ Hits,PLAYER_HITS,PLAYER_HIT_EVENT_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player hits >= n),RESEARCH,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNSUPPORTED_MARKET,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","MULTI_PROP_RESEARCH_REPORT.md: real data quality confirmed good (better volume/variance than blocks in some respects), but no Odds API market key documented -- modelability is real, live access is not (Part 14's distinction)."
PLAYER_HITS_3PLUS,Player 3+ Hits,PLAYER_HITS,PLAYER_HIT_EVENT_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player hits >= n),RESEARCH,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNSUPPORTED_MARKET,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","MULTI_PROP_RESEARCH_REPORT.md: real data quality confirmed good (better volume/variance than blocks in some respects), but no Odds API market key documented -- modelability is real, live access is not (Part 14's distinction)."
PLAYER_HITS_4PLUS,Player 4+ Hits,PLAYER_HITS,PLAYER_HIT_EVENT_GENERATION|PLAYER_ACTIVE_ROLE_TOI,P(player hits >= n),RESEARCH,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNSUPPORTED_MARKET,False,False,True,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","MULTI_PROP_RESEARCH_REPORT.md: real data quality confirmed good (better volume/variance than blocks in some respects), but no Odds API market key documented -- modelability is real, live access is not (Part 14's distinction)."
GOALIE_SAVES_20PLUS,Goalie 20+ Saves,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|TEAM_SHOT_GENERATION,P(goalie saves >= n | starts),VALIDATED,VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,True,False,False,False,NOT_YET_ELIGIBLE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)","GOALIE_SAVES_VALIDATION_REPORT.md: winning model is a hybrid offset-GLM (opponent team SOG-rolling-rate x GOALIE->TEAM->LEAGUE hierarchically shrunk save%, as a fixed offset, plus a small contextual adjustment) -- beats the strongest PIT-safe baseline (opponent SOG-rolling-rate x league-average save%) on a genuinely mixed basis by threshold. 20+ VALIDATED: frac_improved=1.000 in both 2024-25 and 2025-26 (game- and date-clustered bootstrap). All numbers are CONDITIONAL_ON_ACTUAL_START -- the separately-audited projected-starter model is referenced for live pricing architecture but not re-fit or folded into these figures; ACTUAL_STARTER is never a pregame feature."
GOALIE_SAVES_25PLUS,Goalie 25+ Saves,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|TEAM_SHOT_GENERATION,P(goalie saves >= n | starts),VALIDATED,VALIDATED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,SUPPORTED,False,True,False,False,False,NOT_YET_ELIGIBLE,YES,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"No live DraftKings price posted yet (preseason, confirmed empirically 2026-08-30)","GOALIE_SAVES_VALIDATION_REPORT.md: winning model is a hybrid offset-GLM (opponent team SOG-rolling-rate x GOALIE->TEAM->LEAGUE hierarchically shrunk save%, as a fixed offset, plus a small contextual adjustment) -- beats the strongest PIT-safe baseline (opponent SOG-rolling-rate x league-average save%) on a genuinely mixed basis by threshold. 25+ VALIDATED: frac_improved=1.000 in both eval seasons. All numbers are CONDITIONAL_ON_ACTUAL_START -- the separately-audited projected-starter model is referenced for live pricing architecture but not re-fit or folded into these figures; ACTUAL_STARTER is never a pregame feature."
GOALIE_SAVES_30PLUS,Goalie 30+ Saves,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|TEAM_SHOT_GENERATION,P(goalie saves >= n | starts),PARTIAL,PARTIAL_SEASON_INCONSISTENT,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,True,False,False,False,NOT_YET_ELIGIBLE,PARTIAL,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Validated in some seasons/strata only, not consistently","GOALIE_SAVES_VALIDATION_REPORT.md: winning model is a hybrid offset-GLM (opponent team SOG-rolling-rate x GOALIE->TEAM->LEAGUE hierarchically shrunk save%, as a fixed offset, plus a small contextual adjustment) -- beats the strongest PIT-safe baseline (opponent SOG-rolling-rate x league-average save%) on a genuinely mixed basis by threshold. 30+ PARTIAL: frac_improved=0.988 in 2024-25 but only 0.535 in 2025-26 -- a real, disclosed season-inconsistent result, not claimed validated. All numbers are CONDITIONAL_ON_ACTUAL_START -- the separately-audited projected-starter model is referenced for live pricing architecture but not re-fit or folded into these figures; ACTUAL_STARTER is never a pregame feature."
GOALIE_SAVES_35PLUS,Goalie 35+ Saves,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|TEAM_SHOT_GENERATION,P(goalie saves >= n | starts),REJECTED,REJECTED,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,True,False,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),Model/feature explicitly rejected after testing,"GOALIE_SAVES_VALIDATION_REPORT.md: winning model is a hybrid offset-GLM (opponent team SOG-rolling-rate x GOALIE->TEAM->LEAGUE hierarchically shrunk save%, as a fixed offset, plus a small contextual adjustment) -- beats the strongest PIT-safe baseline (opponent SOG-rolling-rate x league-average save%) on a genuinely mixed basis by threshold. 35+ REJECTED: frac_improved 0.02-0.41 in both eval seasons, with adequate positive support (178-196 events/season) to conclude a real negative, not just insufficient data. All numbers are CONDITIONAL_ON_ACTUAL_START -- the separately-audited projected-starter model is referenced for live pricing architecture but not re-fit or folded into these figures; ACTUAL_STARTER is never a pregame feature."
GOALIE_SAVES_40PLUS,Goalie 40+ Saves,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|TEAM_SHOT_GENERATION,P(goalie saves >= n | starts),INSUFFICIENT_DATA,INSUFFICIENT_DATA,AVAILABLE_USED,CURRENT_FRAMEWORK,IMPLEMENTED,UNKNOWN,False,True,False,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),INSUFFICIENT_DATA: real sample too thin at this threshold,"GOALIE_SAVES_VALIDATION_REPORT.md: winning model is a hybrid offset-GLM (opponent team SOG-rolling-rate x GOALIE->TEAM->LEAGUE hierarchically shrunk save%, as a fixed offset, plus a small contextual adjustment) -- beats the strongest PIT-safe baseline (opponent SOG-rolling-rate x league-average save%) on a genuinely mixed basis by threshold. 40+ INSUFFICIENT_DATA: only 39-48 positive events/season, below this slice's pre-specified 50-event support floor (Part 24). All numbers are CONDITIONAL_ON_ACTUAL_START -- the separately-audited projected-starter model is referenced for live pricing architecture but not re-fit or folded into these figures; ACTUAL_STARTER is never a pregame feature."
GOALIE_GOALS_ALLOWED_OU,Goalie Goals Allowed O/U,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|TEAM_SHOT_GENERATION,goalie goals allowed distribution | starts,RESEARCH,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,True,False,False,False,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated",Same GOALIE_WORKLOAD_SAVE_PROCESS as saves; not built.
GOALIE_SHUTOUT,Goalie Shutout,GOALIE,GOALIE_WORKLOAD_SAVE_PROCESS|TEAM_GOAL_GENERATION,P(opponent goals == 0 | goalie plays full game),RESEARCH,NOT_BUILT,AVAILABLE_UNUSED,NOT_YET_ASSESSED,NOT_YET_BUILT,UNKNOWN,False,True,False,False,True,NOT_YET_ELIGIBLE,NO,"NO (no live sportsbook price exists for any NHL prop market yet, confirmed empirically 2026-08-30)",NO (requires market no-vig P),NO (requires real market price),NOT_STARTED (2026-27 season not begun),"Research-stage only, not production-validated","Requires a coherent opponent-team-goals distribution, not just a saves count."
